Name of Issuer,Title of Class,CUSIP,Value (x$1000),Shares/PRN Amt,Share Type,Put/Call,Discretion,Voting Sole,Voting Shared,Voting None
AMERICAN AIRLS GROUP INC,COM,02376R102,1094057,21742000,SH,,DFND,21742000,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,1182429,23498200,SH,,DFND,23498200,0,0
AMERICAN AIRLS GROUP INC,COM,02376R102,88553,1759800,SH,,DFND,1759800,0,0
AMERICAN EXPRESS CO,COM,025816109,164448,1952142,SH,,DFND,1952142,0,0
AMERICAN EXPRESS CO,COM,025816109,1451068,17225400,SH,,DFND,17225400,0,0
AMERICAN EXPRESS CO,COM,025816109,70747,839832,SH,,DFND,839832,0,0
AMERICAN EXPRESS CO,COM,025816109,173290,2057100,SH,,DFND,2057100,0,0
AMERICAN EXPRESS CO,COM,025816109,673468,7994634,SH,,DFND,7994634,0,0
AMERICAN EXPRESS CO,COM,025816109,10120752,120141879,SH,,DFND,120141879,0,0
AMERICAN EXPRESS CO,COM,025816109,117912,1399713,SH,,DFND,1399713,0,0
APPLE INC,COM,037833100,102254,710000,SH,,DFND,710000,0,0
APPLE INC,COM,037833100,138259,960000,SH,,DFND,960000,0,0
APPLE INC,COM,037833100,2009223,13951000,SH,,DFND,13951000,0,0
APPLE INC,COM,037833100,98078,681000,SH,,DFND,681000,0,0
APPLE INC,COM,037833100,2215855,15385747,SH,,DFND,15385747,0,0
APPLE INC,COM,037833100,437533,3038000,SH,,DFND,3038000,0,0
APPLE INC,COM,037833100,1722191,11958000,SH,,DFND,11958000,0,0
APPLE INC,COM,037833100,11793252,81886213,SH,,DFND,81886213,0,0
APPLE INC,COM,037833100,97646,678000,SH,,DFND,678000,0,0
APPLE INC,COM,037833100,135955,944000,SH,,DFND,944000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,383224,7511249,SH,,DFND,7511249,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,109591,2148000,SH,,DFND,2148000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,91526,1793915,SH,,DFND,1793915,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,23316,457000,SH,,DFND,457000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,39592,776000,SH,,DFND,776000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,314303,6160384,SH,,DFND,6160384,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,373415,7319000,SH,,DFND,7319000,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,1118565,21924040,SH,,DFND,21924040,0,0
BANK OF NEW YORK MELLON CORP,COM,064058100,109183,2140000,SH,,DFND,2140000,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,894147,2654437,SH,,DFND,2654437,0,0
CHARTER COMMUNICATIONS INC N,CL A,16119P108,2286893,6789054,SH,,DFND,6789054,0,0
COCA COLA CO,COM,191216100,35880,800000,SH,,DFND,800000,0,0
COCA COLA CO,COM,191216100,3600702,80283200,SH,,DFND,80283200,0,0
COCA COLA CO,COM,191216100,81806,1824000,SH,,DFND,1824000,0,0
COCA COLA CO,COM,191216100,646342,14411200,SH,,DFND,14411200,0,0
COCA COLA CO,COM,191216100,672319,14990400,SH,,DFND,14990400,0,0
COCA COLA CO,COM,191216100,12700587,283179200,SH,,DFND,283179200,0,0
COCA COLA CO,COM,191216100,159307,3552000,SH,,DFND,3552000,0,0
COCA COLA CO,COM,191216100,43056,960000,SH,,DFND,960000,0,0
COSTCO WHSL CORP NEW,COM,22160K105,693035,4333363,SH,,DFND,4333363,0,0
DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1298573,20052088,SH,,DFND,20052088,0,0
DAVITA HEALTHCARE PARTNERS I,COM,23918K108,1198933,18513482,SH,,DFND,18513482,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,375810,6993123,SH,,DFND,6993123,0,0
DELTA AIR LINES INC DEL,COM NEW,247361702,2478342,46117272,SH,,DFND,46117272,0,0
GENERAL MTRS CO,COM,37045V100,540467,15472853,SH,,DFND,15472853,0,0
GENERAL MTRS CO,COM,37045V100,869310,24887209,SH,,DFND,24887209,0,0
GENERAL MTRS CO,COM,37045V100,293494,8402338,SH,,DFND,8402338,0,0
GENERAL MTRS CO,COM,37045V100,392529,11237600,SH,,DFND,11237600,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,971027,4375968,SH,,DFND,4375968,0,0
GOLDMAN SACHS GROUP INC,COM,38141G104,1460890,6583551,SH,,DFND,6583551,0,0
GRAHAM HLDGS CO,COM,384637104,28882,48165,SH,,DFND,0,0,48165
GRAHAM HLDGS CO,COM,384637104,35625,59410,SH,,DFND,0,0,59410
INTERNATIONAL BUSINESS MACHS,COM,459200101,8319845,54084673,SH,,DFND,54084673,0,0
JOHNSON & JOHNSON,COM,478160104,43272,327100,SH,,DFND,327100,0,0
KRAFT HEINZ CO,COM,500754106,27887366,325634818,SH,,DFND,325634818,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,180855,4308117,SH,,DFND,4308117,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,327099,7791780,SH,,DFND,7791780,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,39184,933391,SH,,DFND,933391,0,0
LIBERTY MEDIA CORP DELAWARE,COM A SIRIUSXM,531229409,76700,1827072,SH,,DFND,1827072,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,298281,7153027,SH,,DFND,7153027,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,807308,19359910,SH,,DFND,19359910,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,21211,508654,SH,,DFND,508654,0,0
LIBERTY MEDIA CORP DELAWARE,COM C SIRIUSXM,531229607,169694,4069394,SH,,DFND,4069394,0,0
M & T BK CORP,COM,55261F104,88425,546000,SH,,DFND,546000,0,0
M & T BK CORP,COM,55261F104,26689,164795,SH,,DFND,164795,0,0
M & T BK CORP,COM,55261F104,756508,4671245,SH,,DFND,4671245,0,0
MASTERCARD INC,CL A,57636Q104,599326,4934756,SH,,DFND,4934756,0,0
MONDELEZ INTL INC,CL A,609207105,24964,578000,SH,,DFND,578000,0,0
MOSANTO CO NEW,COM,61166W101,388813,3285000,SH,,DFND,3285000,0,0
MOSANTO CO NEW,COM,61166W101,563013,4756784,SH,,DFND,4756784,0,0
MOODYS CORP,COM,615369105,1456988,11973928,SH,,DFND,11973928,0,0
MOODYS CORP,COM,615369105,1544831,12695850,SH,,DFND,12695850,0,0
PHILLIPS 66,COM,718546104,504574,6102000,SH,,DFND,6102000,0,0
PHILLIPS 66,COM,718546104,64664,782000,SH,,DFND,782000,0,0
PHILLIPS 66,COM,718546104,431063,5213000,SH,,DFND,5213000,0,0
PHILLIPS 66,COM,718546104,0,0,SH,,DFND,0,0,0
PHILLIPS 66,COM,718546104,96168,1163000,SH,,DFND,1163000,0,0
PHILLIPS 66,COM,718546104,5471092,66163892,SH,,DFND,66163892,0,0
PHILLIPS 66,COM,718546104,104686,1266000,SH,,DFND,1266000,0,0
PROCTER & GAMBLE CO,COM,742718109,27487,315400,SH,,DFND,315400,0,0
RESTAURANT BRANDS INTL INC,COM,76131D103,527727,8438225,SH,,DFND,8438225,0,0
SANOFI,SPONSORED ADR,80105N105,20189,421400,SH,,DFND,421400,0,0
SANOFI,SPONSORED ADR,80105N105,24422,509742,SH,,DFND,509742,0,0
SANOFI,SPONSORED ADR,80105N105,8111,169300,SH,,DFND,169300,0,0
SANOFI,SPONSORED ADR,80105N105,134408,2805433,SH,,DFND,2805433,0,0
SIRIUS XM HLDGS INC,COM,82968B103,511706,93547788,SH,,DFND,93547788,0,0
SIRIUS XM HLDGS INC,COM,82968B103,242693,44367941,SH,,DFND,44367941,0,0
SOUTHWEST AIRLS CO,COM,844741108,542,8722,SH,,DFND,8722,0,0
SOUTHWEST AIRLS CO,COM,844741108,2961017,47650734,SH,,DFND,47650734,0,0
STORE CAP CORP,COM,862121100,418057,18621674,SH,,DFND,18621674,0,0
SYNCHRONY FINL,COM,87165B103,520747,17463000,SH,,DFND,17463000,0,0
TORCHMARK CORP,COM,891027104,13348,174489,SH,,DFND,174489,0,0
TORCHMARK CORP,COM,891027104,77409,1011888,SH,,DFND,1011888,0,0
TORCHMARK CORP,COM,891027104,110108,1439325,SH,,DFND,1439325,0,0
TORCHMARK CORP,COM,891027104,285194,3728025,SH,,DFND,3728025,0,0
US BANCORP DEL,COM NEW,902973304,30647,590275,SH,,DFND,590275,0,0
US BANCORP DEL,COM NEW,902973304,159394,3070000,SH,,DFND,3070000,0,0
US BANCORP DEL,COM NEW,902973304,1237321,23831300,SH,,DFND,23831300,0,0
US BANCORP DEL,COM NEW,902973304,61006,1175000,SH,,DFND,1175000,0,0
US BANCORP DEL,COM NEW,902973304,658309,12679300,SH,,DFND,12679300,0,0
US BANCORP DEL,COM NEW,902973304,218313,4204800,SH,,DFND,4204800,0,0
US BANCORP DEL,COM NEW,902973304,1960888,37767492,SH,,DFND,37767492,0,0
US BANCORP DEL,COM NEW,902973304,90600,1745000,SH,,DFND,1745000,0,0
U S G CORP,COM NEW,903293405,407298,14035088,SH,,DFND,14035088,0,0
U S G CORP,COM NEW,903293405,724540,24966928,SH,,DFND,24966928,0,0
UNITED CONTL HLDGS INC,COM,910047109,119751,1591379,SH,,DFND,1591379,0,0
UNITED CONTL HLDGS INC,COM,910047109,426580,5668831,SH,,DFND,5668831,0,0
UNITED CONTL HLDGS INC,COM,910047109,1576589,20951353,SH,,DFND,20951353,0,0
UNITED PARCEL SERVICE INC,CL B,911312106,6569,59400,SH,,DFND,59400,0,0
VERISIGN INC,COM,92343E102,469194,5047264,SH,,DFND,5047264,0,0
VERISIGN INC,COM,92343E102,734894,7905481,SH,,DFND,7905481,0,0
VERIZON COMMUNICATIONS INC,COM,92343V104,41,928,SH,,DFND,928,0,0
VERISK ANALYTICS INC,CL A,92345Y106,131907,1563434,SH,,DFND,1563434,0,0
VISA INC,COM CL A,92826C839,30319,323300,SH,,DFND,323300,0,0
VISA INC,COM CL A,92826C839,960228,10239160,SH,,DFND,10239160,0,0
WABCO HLDGS INC,COM,92927K102,8058,63195,SH,,DFND,63195,0,0
WAL MART STORES INC,COM,931142103,71593,946000,SH,,DFND,946000,0,0
WAL MART STORES INC,COM,931142103,33868,447513,SH,,DFND,447513,0,0
WELLS FARGO & CO NEW,COM,949746101,133594,2411000,SH,,DFND,2411000,0,0
WELLS FARGO & CO NEW,COM,949746101,911495,16450000,SH,,DFND,16450000,0,0
WELLS FARGO & CO NEW,COM,949746101,293867,5303500,SH,,DFND,5303500,0,0
WELLS FARGO & CO NEW,COM,949746101,377500,6812857,SH,,DFND,6812857,0,0
WELLS FARGO & CO NEW,COM,949746101,4158400,75047819,SH,,DFND,75047819,0,0
WELLS FARGO & CO NEW,COM,949746101,45436,820000,SH,,DFND,820000,0,0
WELLS FARGO & CO NEW,COM,949746101,94197,1700000,SH,,DFND,1700000,0,0
WELLS FARGO & CO NEW,COM,949746101,2008901,36255200,SH,,DFND,36255200,0,0
WELLS FARGO & CO NEW,COM,949746101,579422,10457000,SH,,DFND,10457000,0,0
WELLS FARGO & CO NEW,COM,949746101,3090566,55776330,SH,,DFND,55776330,0,0
WELLS FARGO & CO NEW,COM,949746101,13883299,250555844,SH,,DFND,250555844,0,0
WELLS FARGO & CO NEW,COM,949746101,154483,2788000,SH,,DFND,2788000,0,0
WELLS FARGO & CO NEW,COM,949746101,89195,1609720,SH,,DFND,1609720,0,0
WELLS FARGO & CO NEW,COM,949746101,110820,2000000,SH,,DFND,2000000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,106501,3324000,SH,,DFND,3324000,0,0
AXALTA COATING SYS LTD,COM,G0750C108,640800,20000000,SH,,DFND,20000000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,269133,8379000,SH,,DFND,8379000,0,0
LIBERTY GLOBAL PLC,SHS CL A,G5480U104,379077,11801897,SH,,DFND,11801897,0,0
LIBERTY GLOBAL PLC,SHS CL C,G5480U120,229078,7346968,SH,,DFND,7346968,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,23722,1089669,SH,,DFND,1089669,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL A,G5480U138,35380,1625185,SH,,DFND,1625185,0,0
LIBERTY GLOBAL PLC,LILAC SHS CL C,G5480U153,27491,1284020,SH,,DFND,1284020,0,0
